Date/Time,Vent Temperature,Ambient Temperature,Temperature Difference,Vent Position,Column5,Column6,Column7,Power Output (W),kWh Output,kWh Total
Fri Feb  3 12:15:19 2017,30.562,-2.25,32.812,TRUE,1734.934,0.254,,1734.934,0.254,0
Fri Feb  3 12:15:22 2017,30.562,-2.187,32.749,TRUE,1731.603,0.254,,1731.603,0.254,0
Fri Feb  3 12:15:25 2017,30.5,-2.25,32.75,TRUE,1731.656,0.254,,1731.656,0.254,0
Fri Feb  3 12:15:28 2017,30.562,-2.25,32.812,TRUE,1734.934,0.255,,1734.934,0.255,0
Fri Feb  3 12:15:31 2017,30.5,-2.25,32.75,TRUE,1731.656,0.255,,1731.656,0.255,0
Fri Feb  3 12:15:33 2017,30.5,-2.25,32.75,TRUE,1731.656,0.255,,1731.656,0.255,0
Fri Feb  3 12:15:36 2017,30.562,-2.25,32.812,TRUE,1734.934,0.256,,1734.934,0.256,0
Fri Feb  3 12:15:39 2017,30.5,-2.25,32.75,TRUE,1731.656,0.256,,1731.656,0.256,0
Fri Feb  3 12:15:42 2017,30.5,-2.25,32.75,TRUE,1731.656,0.256,,1731.656,0.256,0
Fri Feb  3 12:15:44 2017,30.5,-2.25,32.75,TRUE,1731.656,0.256,,1731.656,0.256,0
Fri Feb  3 12:15:47 2017,30.5,-2.187,32.687,TRUE,1728.325,0.257,,1728.325,0.257,0
Fri Feb  3 12:15:50 2017,30.5,-2.25,32.75,TRUE,1731.656,0.257,,1731.656,0.257,0
Fri Feb  3 12:15:53 2017,30.5,-2.25,32.75,TRUE,1731.656,0.257,,1731.656,0.257,0
Fri Feb  3 12:15:55 2017,30.5,-2.25,32.75,TRUE,1731.656,0.258,,1731.656,0.258,0
Fri Feb  3 12:15:58 2017,30.5,-2.187,32.687,TRUE,1728.325,0.258,,1728.325,0.258,0
Fri Feb  3 12:16:01 2017,30.5,-2.25,32.75,TRUE,1731.656,0.258,,1731.656,0.258,0
Fri Feb  3 12:16:04 2017,30.5,-2.25,32.75,TRUE,1731.656,0.258,,1731.656,0.258,0
Fri Feb  3 12:16:07 2017,30.5,-2.25,32.75,TRUE,1731.656,0.259,,1731.656,0.259,0
Fri Feb  3 12:16:09 2017,30.5,-2.25,32.75,TRUE,1731.656,0.259,,1731.656,0.259,0
Fri Feb  3 12:16:12 2017,30.5,-2.187,32.687,TRUE,1728.325,0.259,,1728.325,0.259,0
Fri Feb  3 12:16:15 2017,30.5,-2.187,32.687,TRUE,1728.325,0.26,,1728.325,0.26,0
Fri Feb  3 12:16:18 2017,30.5,-2.25,32.75,TRUE,1731.656,0.26,,1731.656,0.26,0
Fri Feb  3 12:16:20 2017,30.437,-2.187,32.624,TRUE,1724.994,0.26,,1724.994,0.26,0
Fri Feb  3 12:16:23 2017,30.5,-2.25,32.75,TRUE,1731.656,0.26,,1731.656,0.26,0
Fri Feb  3 12:16:26 2017,30.437,-2.25,32.687,TRUE,1728.325,0.261,,1728.325,0.261,0
Fri Feb  3 12:16:29 2017,30.5,-2.25,32.75,TRUE,1731.656,0.261,,1731.656,0.261,0
Fri Feb  3 12:16:32 2017,30.437,-2.187,32.624,TRUE,1724.994,0.261,,1724.994,0.261,0
Fri Feb  3 12:16:34 2017,30.5,-2.187,32.687,TRUE,1728.325,0.262,,1728.325,0.262,0
Fri Feb  3 12:16:37 2017,30.5,-2.25,32.75,TRUE,1731.656,0.262,,1731.656,0.262,0
Fri Feb  3 12:16:40 2017,30.437,-2.187,32.624,TRUE,1724.994,0.262,,1724.994,0.262,0
Fri Feb  3 12:16:43 2017,30.5,-2.187,32.687,TRUE,1728.325,0.262,,1728.325,0.262,0
Fri Feb  3 12:16:45 2017,30.437,-2.25,32.687,TRUE,1728.325,0.263,,1728.325,0.263,0
Fri Feb  3 12:16:48 2017,30.437,-2.25,32.687,TRUE,1728.325,0.263,,1728.325,0.263,0
Fri Feb  3 12:16:51 2017,30.437,-2.187,32.624,TRUE,1724.994,0.263,,1724.994,0.263,0
Fri Feb  3 12:16:54 2017,30.437,-2.187,32.624,TRUE,1724.994,0.264,,1724.994,0.264,0
Fri Feb  3 12:16:56 2017,30.437,-2.187,32.624,TRUE,1724.994,0.264,,1724.994,0.264,0
Fri Feb  3 12:16:59 2017,30.437,-2.25,32.687,TRUE,1728.325,0.264,,1728.325,0.264,0
Fri Feb  3 12:17:02 2017,30.437,-2.187,32.624,TRUE,1724.994,0.264,,1724.994,0.264,0
Fri Feb  3 12:17:05 2017,30.437,-2.187,32.624,TRUE,1724.994,0.265,,1724.994,0.265,0
Fri Feb  3 12:17:08 2017,30.437,-2.187,32.624,TRUE,1724.994,0.265,,1724.994,0.265,0
Fri Feb  3 12:17:10 2017,30.437,-2.187,32.624,TRUE,1724.994,0.265,,1724.994,0.265,0
Fri Feb  3 12:17:13 2017,30.437,-2.187,32.624,TRUE,1724.994,0.266,,1724.994,0.266,0
Fri Feb  3 12:17:16 2017,30.437,-2.187,32.624,TRUE,1724.994,0.266,,1724.994,0.266,0
Fri Feb  3 12:17:19 2017,30.437,-2.187,32.624,TRUE,1724.994,0.266,,1724.994,0.266,0
Fri Feb  3 12:17:21 2017,30.437,-2.187,32.624,TRUE,1724.994,0.266,,1724.994,0.266,0
Fri Feb  3 12:17:24 2017,30.437,-2.187,32.624,TRUE,1724.994,0.267,,1724.994,0.267,0
Fri Feb  3 12:17:27 2017,30.437,-2.187,32.624,TRUE,1724.994,0.267,,1724.994,0.267,0
Fri Feb  3 12:17:30 2017,30.437,-2.187,32.624,TRUE,1724.994,0.267,,1724.994,0.267,0
Fri Feb  3 12:17:32 2017,30.437,-2.187,32.624,TRUE,1724.994,0.268,,1724.994,0.268,0
Fri Feb  3 12:17:35 2017,30.437,-2.187,32.624,TRUE,1724.994,0.268,,1724.994,0.268,0
Fri Feb  3 12:17:38 2017,30.375,-2.187,32.562,TRUE,1721.716,0.268,,1721.716,0.268,0
Fri Feb  3 12:17:41 2017,30.375,-2.187,32.562,TRUE,1721.716,0.268,,1721.716,0.268,0
Fri Feb  3 12:17:44 2017,30.375,-2.187,32.562,TRUE,1721.716,0.269,,1721.716,0.269,0
Fri Feb  3 12:17:46 2017,30.375,-2.187,32.562,TRUE,1721.716,0.269,,1721.716,0.269,0
Fri Feb  3 12:17:49 2017,30.375,-2.125,32.5,TRUE,1718.438,0.269,,1718.438,0.269,0
Fri Feb  3 12:17:52 2017,30.375,-2.125,32.5,TRUE,1718.438,0.27,,1718.438,0.27,0
Fri Feb  3 12:17:55 2017,30.375,-2.125,32.5,TRUE,1718.438,0.27,,1718.438,0.27,0
Fri Feb  3 12:17:57 2017,30.375,-2.125,32.5,TRUE,1718.438,0.27,,1718.438,0.27,0
Fri Feb  3 12:18:00 2017,30.375,-2.125,32.5,TRUE,1718.438,0.274,,1718.438,0.274,0
Fri Feb  3 12:18:03 2017,30.375,-2.125,32.5,TRUE,1718.438,0.274,,1718.438,0.274,0
Fri Feb  3 12:18:06 2017,30.375,-2.125,32.5,TRUE,1718.438,0.274,,1718.438,0.274,0
Fri Feb  3 12:18:09 2017,30.375,-2.125,32.5,TRUE,1718.438,0.274,,1718.438,0.274,0
Fri Feb  3 12:18:11 2017,30.375,-2.125,32.5,TRUE,1718.438,0.275,,1718.438,0.275,0
Fri Feb  3 12:18:14 2017,30.375,-2.125,32.5,TRUE,1718.438,0.275,,1718.438,0.275,0
Fri Feb  3 12:18:17 2017,30.375,-2.125,32.5,TRUE,1718.438,0.275,,1718.438,0.275,0
Fri Feb  3 12:18:20 2017,30.375,-2.125,32.5,TRUE,1718.438,0.275,,1718.438,0.275,0
Fri Feb  3 12:18:22 2017,30.375,-2.125,32.5,TRUE,1718.438,0.276,,1718.438,0.276,0
Fri Feb  3 12:18:25 2017,30.375,-2.125,32.5,TRUE,1718.438,0.276,,1718.438,0.276,0
Fri Feb  3 12:18:28 2017,30.375,-2.125,32.5,TRUE,1718.438,0.276,,1718.438,0.276,0
Fri Feb  3 12:18:31 2017,30.375,-2.125,32.5,TRUE,1718.438,0.276,,1718.438,0.276,0
Fri Feb  3 12:18:33 2017,30.375,-2.125,32.5,TRUE,1718.438,0.277,,1718.438,0.277,0
Fri Feb  3 12:18:36 2017,30.375,-2.125,32.5,TRUE,1718.438,0.277,,1718.438,0.277,0
Fri Feb  3 12:18:39 2017,30.375,-2.125,32.5,TRUE,1718.438,0.277,,1718.438,0.277,0
Fri Feb  3 12:18:42 2017,30.375,-2.125,32.5,TRUE,1718.438,0.278,,1718.438,0.278,0
Fri Feb  3 12:18:45 2017,30.375,-2.125,32.5,TRUE,1718.438,0.278,,1718.438,0.278,0
Fri Feb  3 12:18:47 2017,30.375,-2.125,32.5,TRUE,1718.438,0.278,,1718.438,0.278,0
Fri Feb  3 12:18:50 2017,30.375,-2.125,32.5,TRUE,1718.438,0.278,,1718.438,0.278,0
Fri Feb  3 12:18:53 2017,30.375,-2.125,32.5,TRUE,1718.438,0.279,,1718.438,0.279,0
Fri Feb  3 12:18:56 2017,30.375,-2.125,32.5,TRUE,1718.438,0.279,,1718.438,0.279,0
Fri Feb  3 12:18:58 2017,30.375,-2.125,32.5,TRUE,1718.438,0.279,,1718.438,0.279,0
Fri Feb  3 12:19:01 2017,30.375,-2.125,32.5,TRUE,1718.438,0.28,,1718.438,0.28,0
Fri Feb  3 12:19:04 2017,30.375,-2.125,32.5,TRUE,1718.438,0.28,,1718.438,0.28,0
Fri Feb  3 12:19:07 2017,30.375,-2.125,32.5,TRUE,1718.438,0.28,,1718.438,0.28,0
Fri Feb  3 12:19:10 2017,30.375,-2.187,32.562,TRUE,1721.716,0.28,,1721.716,0.28,0
Fri Feb  3 12:19:12 2017,30.375,-2.187,32.562,TRUE,1721.716,0.281,,1721.716,0.281,0
Fri Feb  3 12:19:15 2017,30.375,-2.187,32.562,TRUE,1721.716,0.282,,1721.716,0.282,0
Fri Feb  3 12:19:18 2017,30.375,-2.187,32.562,TRUE,1721.716,0.283,,1721.716,0.283,0
Fri Feb  3 12:19:21 2017,30.375,-2.187,32.562,TRUE,1721.716,0.283,,1721.716,0.283,0
Fri Feb  3 12:19:23 2017,30.375,-2.187,32.562,TRUE,1721.716,0.283,,1721.716,0.283,0
Fri Feb  3 12:19:26 2017,30.375,-2.187,32.562,TRUE,1721.716,0.283,,1721.716,0.283,0
Fri Feb  3 12:19:29 2017,30.375,-2.187,32.562,TRUE,1721.716,0.284,,1721.716,0.284,0
Fri Feb  3 12:19:32 2017,30.375,-2.187,32.562,TRUE,1721.716,0.284,,1721.716,0.284,0
Fri Feb  3 12:19:34 2017,30.375,-2.187,32.562,TRUE,1721.716,0.284,,1721.716,0.284,0
Fri Feb  3 12:19:37 2017,30.375,-2.187,32.562,TRUE,1721.716,0.285,,1721.716,0.285,0
Fri Feb  3 12:19:40 2017,30.375,-2.187,32.562,TRUE,1721.716,0.285,,1721.716,0.285,0
Fri Feb  3 12:19:43 2017,30.375,-2.187,32.562,TRUE,1721.716,0.285,,1721.716,0.285,0
Fri Feb  3 12:19:46 2017,30.375,-2.187,32.562,TRUE,1721.716,0.285,,1721.716,0.285,0
Fri Feb  3 12:19:48 2017,30.375,-2.125,32.5,TRUE,1718.438,0.286,,1718.438,0.286,0
Fri Feb  3 12:19:51 2017,30.375,-2.125,32.5,TRUE,1718.438,0.286,,1718.438,0.286,0
Fri Feb  3 12:19:54 2017,30.375,-2.125,32.5,TRUE,1718.438,0.286,,1718.438,0.286,0
Fri Feb  3 12:19:57 2017,30.375,-2.125,32.5,TRUE,1718.438,0.287,,1718.438,0.287,0
Fri Feb  3 12:19:59 2017,30.375,-2.125,32.5,TRUE,1718.438,0.287,,1718.438,0.287,0
Fri Feb  3 12:20:02 2017,30.312,-2.187,32.499,TRUE,1718.385,0.287,,1718.385,0.287,0
Fri Feb  3 12:20:05 2017,30.312,-2.187,32.499,TRUE,1718.385,0.287,,1718.385,0.287,0
Fri Feb  3 12:20:08 2017,30.375,-2.187,32.562,TRUE,1721.716,0.288,,1721.716,0.288,0
Fri Feb  3 12:20:10 2017,30.375,-2.187,32.562,TRUE,1721.716,0.288,,1721.716,0.288,0
Fri Feb  3 12:20:13 2017,30.312,-2.187,32.499,TRUE,1718.385,0.288,,1718.385,0.288,0
Fri Feb  3 12:20:16 2017,30.375,-2.187,32.562,TRUE,1721.716,0.289,,1721.716,0.289,0
Fri Feb  3 12:20:19 2017,30.312,-2.187,32.499,TRUE,1718.385,0.289,,1718.385,0.289,0
Fri Feb  3 12:20:22 2017,30.312,-2.187,32.499,TRUE,1718.385,0.289,,1718.385,0.289,0
Fri Feb  3 12:20:24 2017,30.312,-2.187,32.499,TRUE,1718.385,0.289,,1718.385,0.289,0
Fri Feb  3 12:20:27 2017,30.375,-2.25,32.625,TRUE,1725.047,0.29,,1725.047,0.29,0
Fri Feb  3 12:20:30 2017,30.312,-2.25,32.562,TRUE,1721.716,0.29,,1721.716,0.29,0
Fri Feb  3 12:20:33 2017,30.312,-2.25,32.562,TRUE,1721.716,0.29,,1721.716,0.29,0
Fri Feb  3 12:20:35 2017,30.312,-2.25,32.562,TRUE,1721.716,0.291,,1721.716,0.291,0
Fri Feb  3 12:20:38 2017,30.375,-2.25,32.625,TRUE,1725.047,0.291,,1725.047,0.291,0
Fri Feb  3 12:20:41 2017,30.375,-2.25,32.625,TRUE,1725.047,0.291,,1725.047,0.291,0
Fri Feb  3 12:20:44 2017,30.312,-2.25,32.562,TRUE,1721.716,0.291,,1721.716,0.291,0
Fri Feb  3 12:20:47 2017,30.312,-2.25,32.562,TRUE,1721.716,0.292,,1721.716,0.292,0
Fri Feb  3 12:20:49 2017,30.312,-2.25,32.562,TRUE,1721.716,0.292,,1721.716,0.292,0
Fri Feb  3 12:20:52 2017,30.312,-2.25,32.562,TRUE,1721.716,0.292,,1721.716,0.292,0
Fri Feb  3 12:20:55 2017,30.312,-2.25,32.562,TRUE,1721.716,0.292,,1721.716,0.292,0
Fri Feb  3 12:20:58 2017,30.312,-2.312,32.624,TRUE,1724.994,0.293,,1724.994,0.293,0
Fri Feb  3 12:21:00 2017,30.312,-2.312,32.624,TRUE,1724.994,0.293,,1724.994,0.293,0
Fri Feb  3 12:21:03 2017,30.312,-2.312,32.624,TRUE,1724.994,0.293,,1724.994,0.293,0
Fri Feb  3 12:21:06 2017,30.312,-2.25,32.562,TRUE,1721.716,0.294,,1721.716,0.294,0
Fri Feb  3 12:21:09 2017,30.312,-2.25,32.562,TRUE,1721.716,0.294,,1721.716,0.294,0
Fri Feb  3 12:21:11 2017,30.312,-2.25,32.562,TRUE,1721.716,0.294,,1721.716,0.294,0
Fri Feb  3 12:21:14 2017,30.312,-2.312,32.624,TRUE,1724.994,0.294,,1724.994,0.294,0
Fri Feb  3 12:21:17 2017,30.312,-2.25,32.562,TRUE,1721.716,0.295,,1721.716,0.295,0
Fri Feb  3 12:21:20 2017,30.312,-2.25,32.562,TRUE,1721.716,0.295,,1721.716,0.295,0
Fri Feb  3 12:21:23 2017,30.312,-2.25,32.562,TRUE,1721.716,0.295,,1721.716,0.295,0
Fri Feb  3 12:21:25 2017,30.312,-2.25,32.562,TRUE,1721.716,0.296,,1721.716,0.296,0
Fri Feb  3 12:21:28 2017,30.312,-2.25,32.562,TRUE,1721.716,0.296,,1721.716,0.296,0
Fri Feb  3 12:21:31 2017,30.312,-2.25,32.562,TRUE,1721.716,0.296,,1721.716,0.296,0
Fri Feb  3 12:21:34 2017,30.312,-2.25,32.562,TRUE,1721.716,0.296,,1721.716,0.296,0
Fri Feb  3 12:21:36 2017,30.312,-2.25,32.562,TRUE,1721.716,0.297,,1721.716,0.297,0
Fri Feb  3 12:21:39 2017,30.312,-2.25,32.562,TRUE,1721.716,0.297,,1721.716,0.297,0
Fri Feb  3 12:21:42 2017,30.312,-2.187,32.499,TRUE,1718.385,0.297,,1718.385,0.297,0
Fri Feb  3 12:21:45 2017,30.25,-2.187,32.437,TRUE,1715.106,0.298,,1715.106,0.298,0
Fri Feb  3 12:21:48 2017,30.312,-2.187,32.499,TRUE,1718.385,0.298,,1718.385,0.298,0
Fri Feb  3 12:21:50 2017,30.312,-2.187,32.499,TRUE,1718.385,0.298,,1718.385,0.298,0
Fri Feb  3 12:21:53 2017,30.25,-2.25,32.5,TRUE,1718.438,0.298,,1718.438,0.298,0
Fri Feb  3 12:21:56 2017,30.312,-2.187,32.499,TRUE,1718.385,0.299,,1718.385,0.299,0
Fri Feb  3 12:21:59 2017,30.25,-2.25,32.5,TRUE,1718.438,0.299,,1718.438,0.299,0
Fri Feb  3 12:22:01 2017,30.25,-2.187,32.437,TRUE,1715.106,0.299,,1715.106,0.299,0
Fri Feb  3 12:22:04 2017,30.25,-2.25,32.5,TRUE,1718.438,0.3,,1718.438,0.3,0
Fri Feb  3 12:22:07 2017,30.25,-2.187,32.437,TRUE,1715.106,0.3,,1715.106,0.3,0
Fri Feb  3 12:22:10 2017,30.25,-2.25,32.5,TRUE,1718.438,0.3,,1718.438,0.3,0
Fri Feb  3 12:22:12 2017,30.25,-2.25,32.5,TRUE,1718.438,0.3,,1718.438,0.3,0
Fri Feb  3 12:22:15 2017,30.25,-2.25,32.5,TRUE,1718.438,0.301,,1718.438,0.301,0
Fri Feb  3 12:22:18 2017,30.25,-2.25,32.5,TRUE,1718.438,0.301,,1718.438,0.301,0
Fri Feb  3 12:22:21 2017,30.25,-2.187,32.437,TRUE,1715.106,0.301,,1715.106,0.301,0
Fri Feb  3 12:22:24 2017,30.25,-2.25,32.5,TRUE,1718.438,0.302,,1718.438,0.302,0
Fri Feb  3 12:22:26 2017,30.25,-2.25,32.5,TRUE,1718.438,0.302,,1718.438,0.302,0
Fri Feb  3 12:22:29 2017,30.25,-2.25,32.5,TRUE,1718.438,0.302,,1718.438,0.302,0
Fri Feb  3 12:22:32 2017,30.25,-2.25,32.5,TRUE,1718.438,0.302,,1718.438,0.302,0
Fri Feb  3 12:22:35 2017,30.25,-2.25,32.5,TRUE,1718.438,0.303,,1718.438,0.303,0
Fri Feb  3 12:22:37 2017,30.25,-2.25,32.5,TRUE,1718.438,0.303,,1718.438,0.303,0
Fri Feb  3 12:22:40 2017,30.25,-2.25,32.5,TRUE,1718.438,0.303,,1718.438,0.303,0
Fri Feb  3 12:22:43 2017,30.25,-2.312,32.562,TRUE,1721.716,0.303,,1721.716,0.303,0
Fri Feb  3 12:22:46 2017,30.25,-2.312,32.562,TRUE,1721.716,0.304,,1721.716,0.304,0
Fri Feb  3 12:22:48 2017,30.25,-2.312,32.562,TRUE,1721.716,0.304,,1721.716,0.304,0
Fri Feb  3 12:22:51 2017,30.25,-2.312,32.562,TRUE,1721.716,0.304,,1721.716,0.304,0
Fri Feb  3 12:22:54 2017,30.25,-2.312,32.562,TRUE,1721.716,0.305,,1721.716,0.305,0
Fri Feb  3 12:22:57 2017,30.25,-2.25,32.5,TRUE,1718.438,0.305,,1718.438,0.305,0
Fri Feb  3 12:23:00 2017,30.25,-2.25,32.5,TRUE,1718.438,0.305,,1718.438,0.305,0
Fri Feb  3 12:23:02 2017,30.187,-2.25,32.437,TRUE,1715.106,0.306,,1715.106,0.306,0
Fri Feb  3 12:23:05 2017,30.25,-2.25,32.5,TRUE,1718.438,0.306,,1718.438,0.306,0
Fri Feb  3 12:23:08 2017,30.25,-2.25,32.5,TRUE,1718.438,0.306,,1718.438,0.306,0
Fri Feb  3 12:23:11 2017,30.25,-2.25,32.5,TRUE,1718.438,0.306,,1718.438,0.306,0
Fri Feb  3 12:23:13 2017,30.187,-2.25,32.437,TRUE,1715.106,0.307,,1715.106,0.307,0
Fri Feb  3 12:23:16 2017,30.25,-2.25,32.5,TRUE,1718.438,0.307,,1718.438,0.307,0
Fri Feb  3 12:23:19 2017,30.25,-2.25,32.5,TRUE,1718.438,0.307,,1718.438,0.307,0
Fri Feb  3 12:23:22 2017,30.25,-2.312,32.562,TRUE,1721.716,0.307,,1721.716,0.307,0
Fri Feb  3 12:23:25 2017,30.25,-2.312,32.562,TRUE,1721.716,0.308,,1721.716,0.308,0
Fri Feb  3 12:23:27 2017,30.187,-2.25,32.437,TRUE,1715.106,0.308,,1715.106,0.308,0
Fri Feb  3 12:23:30 2017,30.187,-2.312,32.499,TRUE,1718.385,0.308,,1718.385,0.308,0
Fri Feb  3 12:23:33 2017,30.25,-2.312,32.562,TRUE,1721.716,0.309,,1721.716,0.309,0
Fri Feb  3 12:23:36 2017,30.25,-2.312,32.562,TRUE,1721.716,0.309,,1721.716,0.309,0
Fri Feb  3 12:23:38 2017,30.25,-2.25,32.5,TRUE,1718.438,0.309,,1718.438,0.309,0
Fri Feb  3 12:23:41 2017,30.25,-2.25,32.5,TRUE,1718.438,0.309,,1718.438,0.309,0
Fri Feb  3 12:23:44 2017,30.25,-2.25,32.5,TRUE,1718.438,0.31,,1718.438,0.31,0
Fri Feb  3 12:23:47 2017,30.187,-2.25,32.437,TRUE,1715.106,0.31,,1715.106,0.31,0
Fri Feb  3 12:23:49 2017,30.187,-2.25,32.437,TRUE,1715.106,0.31,,1715.106,0.31,0
Fri Feb  3 12:23:52 2017,30.187,-2.25,32.437,TRUE,1715.106,0.31,,1715.106,0.31,0
Fri Feb  3 12:23:55 2017,30.25,-2.25,32.5,TRUE,1718.438,0.311,,1718.438,0.311,0
Fri Feb  3 12:23:58 2017,30.187,-2.25,32.437,TRUE,1715.106,0.311,,1715.106,0.311,0
Fri Feb  3 12:24:01 2017,30.25,-2.25,32.5,TRUE,1718.438,0.311,,1718.438,0.311,0
Fri Feb  3 12:24:03 2017,30.187,-2.25,32.437,TRUE,1715.106,0.312,,1715.106,0.312,0
Fri Feb  3 12:24:06 2017,30.187,-2.25,32.437,TRUE,1715.106,0.312,,1715.106,0.312,0
Fri Feb  3 12:24:09 2017,30.187,-2.25,32.437,TRUE,1715.106,0.312,,1715.106,0.312,0
Fri Feb  3 12:24:12 2017,30.187,-2.25,32.437,TRUE,1715.106,0.313,,1715.106,0.313,0
Fri Feb  3 12:24:14 2017,30.187,-2.25,32.437,TRUE,1715.106,0.313,,1715.106,0.313,0
Fri Feb  3 12:24:17 2017,30.187,-2.25,32.437,TRUE,1715.106,0.313,,1715.106,0.313,0
Fri Feb  3 12:24:20 2017,30.187,-2.25,32.437,TRUE,1715.106,0.313,,1715.106,0.313,0
Fri Feb  3 12:24:23 2017,30.187,-2.25,32.437,TRUE,1715.106,0.314,,1715.106,0.314,0
Fri Feb  3 12:24:25 2017,30.187,-2.25,32.437,TRUE,1715.106,0.314,,1715.106,0.314,0
Fri Feb  3 12:24:28 2017,30.187,-2.25,32.437,TRUE,1715.106,0.314,,1715.106,0.314,0
Fri Feb  3 12:24:31 2017,30.187,-2.25,32.437,TRUE,1715.106,0.314,,1715.106,0.314,0
Fri Feb  3 12:24:34 2017,30.187,-2.25,32.437,TRUE,1715.106,0.315,,1715.106,0.315,0
Fri Feb  3 12:24:37 2017,30.187,-2.25,32.437,TRUE,1715.106,0.315,,1715.106,0.315,0
Fri Feb  3 12:24:39 2017,30.187,-2.25,32.437,TRUE,1715.106,0.315,,1715.106,0.315,0
Fri Feb  3 12:24:42 2017,30.187,-2.25,32.437,TRUE,1715.106,0.316,,1715.106,0.316,0
Fri Feb  3 12:24:45 2017,30.187,-2.25,32.437,TRUE,1715.106,0.316,,1715.106,0.316,0
Fri Feb  3 12:24:48 2017,30.187,-2.25,32.437,TRUE,1715.106,0.316,,1715.106,0.316,0
Fri Feb  3 12:24:50 2017,30.187,-2.25,32.437,TRUE,1715.106,0.316,,1715.106,0.316,0
Fri Feb  3 12:24:53 2017,30.187,-2.25,32.437,TRUE,1715.106,0.317,,1715.106,0.317,0
Fri Feb  3 12:24:56 2017,30.187,-2.25,32.437,TRUE,1715.106,0.317,,1715.106,0.317,0
Fri Feb  3 12:24:59 2017,30.187,-2.25,32.437,TRUE,1715.106,0.317,,1715.106,0.317,0
Fri Feb  3 12:25:01 2017,30.187,-2.25,32.437,TRUE,1715.106,0.318,,1715.106,0.318,0
Fri Feb  3 12:25:04 2017,30.187,-2.25,32.437,TRUE,1715.106,0.318,,1715.106,0.318,0
Fri Feb  3 12:25:07 2017,30.187,-2.25,32.437,TRUE,1715.106,0.318,,1715.106,0.318,0
Fri Feb  3 12:25:10 2017,30.187,-2.25,32.437,TRUE,1715.106,0.318,,1715.106,0.318,0
Fri Feb  3 12:25:13 2017,30.187,-2.25,32.437,TRUE,1715.106,0.319,,1715.106,0.319,0
Fri Feb  3 12:25:15 2017,30.187,-2.187,32.374,TRUE,1711.775,0.319,,1711.775,0.319,0
Fri Feb  3 12:25:18 2017,30.125,-2.187,32.312,TRUE,1708.497,0.319,,1708.497,0.319,0
Fri Feb  3 12:25:21 2017,30.125,-2.187,32.312,TRUE,1708.497,0.32,,1708.497,0.32,0
Fri Feb  3 12:25:24 2017,30.187,-2.187,32.374,TRUE,1711.775,0.32,,1711.775,0.32,0
Fri Feb  3 12:25:26 2017,30.125,-2.25,32.375,TRUE,1711.828,0.32,,1711.828,0.32,0
Fri Feb  3 12:25:29 2017,30.125,-2.187,32.312,TRUE,1708.497,0.32,,1708.497,0.32,0
Fri Feb  3 12:25:32 2017,30.125,-2.25,32.375,TRUE,1711.828,0.321,,1711.828,0.321,0
Fri Feb  3 12:25:35 2017,30.125,-2.187,32.312,TRUE,1708.497,0.321,,1708.497,0.321,0
Fri Feb  3 12:25:38 2017,30.187,-2.187,32.374,TRUE,1711.775,0.321,,1711.775,0.321,0
Fri Feb  3 12:25:40 2017,30.125,-2.187,32.312,TRUE,1708.497,0.322,,1708.497,0.322,0
Fri Feb  3 12:25:43 2017,30.125,-2.187,32.312,TRUE,1708.497,0.322,,1708.497,0.322,0
Fri Feb  3 12:25:46 2017,30.125,-2.187,32.312,TRUE,1708.497,0.322,,1708.497,0.322,0
Fri Feb  3 12:25:49 2017,30.125,-2.187,32.312,TRUE,1708.497,0.322,,1708.497,0.322,0
Fri Feb  3 12:25:51 2017,30.125,-2.25,32.375,TRUE,1711.828,0.323,,1711.828,0.323,0
Fri Feb  3 12:25:54 2017,30.125,-2.25,32.375,TRUE,1711.828,0.323,,1711.828,0.323,0
Fri Feb  3 12:25:57 2017,30.125,-2.187,32.312,TRUE,1708.497,0.323,,1708.497,0.323,0
Fri Feb  3 12:26:00 2017,30.125,-2.187,32.312,TRUE,1708.497,0.324,,1708.497,0.324,0
Fri Feb  3 12:26:02 2017,30.125,-2.187,32.312,TRUE,1708.497,0.324,,1708.497,0.324,0
Fri Feb  3 12:26:05 2017,30.125,-2.187,32.312,TRUE,1708.497,0.324,,1708.497,0.324,0
Fri Feb  3 12:26:08 2017,30.125,-2.187,32.312,TRUE,1708.497,0.324,,1708.497,0.324,0
Fri Feb  3 12:26:11 2017,30.125,-2.187,32.312,TRUE,1708.497,0.325,,1708.497,0.325,0
Fri Feb  3 12:26:14 2017,30.125,-2.187,32.312,TRUE,1708.497,0.325,,1708.497,0.325,0
Fri Feb  3 12:26:16 2017,30.125,-2.25,32.375,TRUE,1711.828,0.325,,1711.828,0.325,0
Fri Feb  3 12:26:19 2017,30.125,-2.187,32.312,TRUE,1708.497,0.326,,1708.497,0.326,0
Fri Feb  3 12:26:22 2017,30.125,-2.187,32.312,TRUE,1708.497,0.326,,1708.497,0.326,0
Fri Feb  3 12:26:25 2017,30.125,-2.187,32.312,TRUE,1708.497,0.326,,1708.497,0.326,0
Fri Feb  3 12:26:27 2017,30.125,-2.187,32.312,TRUE,1708.497,0.326,,1708.497,0.326,0
Fri Feb  3 12:26:30 2017,30.125,-2.187,32.312,TRUE,1708.497,0.327,,1708.497,0.327,0
Fri Feb  3 12:26:33 2017,30.125,-2.187,32.312,TRUE,1708.497,0.327,,1708.497,0.327,0
